fdc_id,description,carbs_g,calories,protein_g,fat_g
325571,"ITALIAN PORK SAUSAGE, STORE/OTHER, COOKED",,,,28.5
325578,"ITALIAN PORK SAUSAGE, JOHNSONVILLE HOT, COOKED",,,,26.8
325588,"ITALIAN PORK SAUSAGE, GREAT VALUE, COOKED",,,,28.7
325596,"ITALIAN PORK SAUSAGE, GREAT VALUE, COOKED",,,,25.3
325604,"ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED",,,,25.8
325615,"ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED",,,,23.7
325622,"ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED",,,,24.1
325631,"ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED",,,,28.6
325639,"ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED",,,,26.6
325649,"ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED",,,,24.0
325657,"ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED",,,,24.3
325658,"Sausage, Italian, pork, mild, cooked, pan-fried",2.15,836.0,18.2,26.2
325722,"Proximates, White bread, store brand, FOOD WORLD SANDWICH BREAD (AL1) - NFY0907IT",,,,2.9
325729,"Proximates, White bread, store brand, AMERICAS CHOICE LARGE WHITE (NY1) - NFY0907II",,,,2.4
325736,"Proximates, White bread, store brand, SUNNYSIDE FARMS BREAD (CA2) - NFY0907JF",,,,4.3
325743,"Proximates, White bread, store brand, SAFEWAY PREMIUM WHITE (CA1) - NFY0907J4",,,,3.3
325750,"Proximates, White bread, store brand, KROGER BREAD (IN1) - NFY0907I7",,,,2.3
325757,"Proximates, White bread, store brand, LOWES FOOD STORE (NC1) - NFY0907JQ",,,,3.2
325764,"Proximates, White bread, store brand, SHOP RITE ROUND TOP WHITE (CT1) - NFY0907KC",,,,2.6
325771,"Proximates, White bread, store brand, KROGER BREAD (MI1) - NFY0907L9",,,,3.2
325778,"Proximates, White bread, store brand, PUBLIX BREAD (FL1) - NFY0907KN",,,,3.3
325785,"Proximates, White bread, store brand, GREAT VALUE WHITE (OK1) - NFY0907LK",,,,3.4
325794,"Proximates, White bread, store brand, SAFEWAY PREMIUM WHITE (CO1) - NFY0907K1",,,,3.1
325809,"Proximates, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NU",,,,5.2
325822,"Proximates, White bread, PEPPERIDGE FARMS (CO1,CT1) - NFY0907N6",,,,5.4
325839,"Proximates, White bread, PEPPERIDGE FARMS (NC1,NY1,MI1) - NFY0907OU",,,,5.3
325853,"Proximates, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907PE",,,,4.0
325868,"Proximates, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PY",,,,3.6
325871,"Bread, white, commercially prepared",49.2,700.0,9.43,3.59
325878,"TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE",,,,10.4
325887,"TURKEY BREAKFAST SAUSAGE, HILLSHIRE SMOKED",,,,9.37
325902,"TURKEY BREAKFAST SAUSAGE, JIMMY DEAN",,,,11.2
325909,"TURKEY BREAKFAST SAUSAGE, JIMMY DEAN",,,,10.8
325919,"TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE",,,,9.56
325928,"TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE",,,,9.85
325939,"TURKEY BREAKFAST SAUSAGE, JENNIE O - MILD",,,,9.72
325954,"TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE FRESH",,,,11.2
325963,"TURKEY BREAKFAST SAUSAGE, BUTTERBALL",,,,11.9
325979,"TURKEY BREAKFAST SAUSAGE, JENNIE O - MILD",,,,9.92
325990,"TURKEY BREAKFAST SAUSAGE, JENNIE O - MILD",,,,9.79
325992,"Sausage, turkey, breakfast links, mild, raw",0.93,437.5,16.7,10.4
325997,"Proximates, Cheese, swiss, slices (FL) - 18c-16-04-Prox",,,,31.0
326003,"Proximates, Cheese, swiss, slices (MI, OK) - 18c-16-06-Prox",,,,31.4
326009,"Proximates, Cheese, swiss, slices (AL, CA1) - 18c-16-02-Prox",,,,30.9
326015,"Cholesterol, Cheese, swiss, slices (CO, CT) - 18c-16-05-Chol",,,,30.4
326019,"Proximates, Cheese, swiss, slices (CO, CT) - 18c-16-05-Prox",,,,31.3
326029,"Proximates, Cheese, swiss, slices (NY, NC) - 18c-17-06-Prox",,,,30.7
326036,"Cholesterol, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Chol",,,,30.7
326042,"Proximates, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Prox",,,,31.3
326056,"Proximates, Cheese, swiss, slices (AL, CA1) - 18c-17-02-Prox",,,,30.3
326063,"Cholesterol, Cheese, swiss, slices (IN, NY) - 18c-16-01-Chol",,,,30.2
326068,"Proximates, Cheese, swiss, slices (IN, NY) - 18c-16-01-Prox",,,,30.5
326081,"Proximates, Cheese, swiss, slices (CT, OK) - 18c-17-04-Prox",,,,32.1
326088,"Cholesterol, Cheese, swiss, slices (IN, MI) - 18c-17-01-Chol",,,,29.4
326093,"Proximates, Cheese, swiss, slices (IN, MI) - 18c-17-01-Prox",,,,29.9
326103,"Cholesterol, Cheese, swiss, slices (FL, MO) - 18c-17-05-Chol",,,,31.1
326107,"Proximates, Cheese, swiss, slices (FL, MO) - 18c-17-05-Prox",,,,32.0
326120,"Cholesterol, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Chol",,,,31.7
326126,"Proximates, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Prox",,,,32.2
326135,"Cheese, swiss",1.44,1016.5,27.0,31.0
326139,Kale - NFY1214RQ,,,,1.3
326144,Kale - NFY1214T3,,,,1.34
326149,Kale - NFY1214SF,,,,0.91
326154,Kale - NFY1214SR,,,,1.25
326168,Kale - NFY1214S2,,,,1.27
326183,Kale - NFY1214RD,,,,1.19
326196,"Kale, frozen, cooked, boiled, drained, without salt",5.3,93.5,2.94,1.21
326210,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913SR",,,,0.25
326230,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913VW",,,,0.26
326249,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913WD",,,,1.16
326251,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913WG",,,,0.24
326263,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913X5",,,,0.48
326277,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913Z7",,,,0.29
326298,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913T8",,,,1.08
326300,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913TB",,,,0.17
326312,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913U0",,,,0.42
326327,"Carrots, whole, unprepared - Proximates - NF99143A",,,,0.35
326348,"Carrots, whole, unprepared - Proximates - NF99146P",,,,0.3
326372,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913QG",,,,0.92
326375,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913QM",,,,0.27
326377,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913QP",,,,0.46
326393,"Carrots, whole, unprepared - Proximates - NF9914EH",,,,0.37
326412,"Carrots, whole, unprepared - Proximates - NF99143S",,,,1.38
326414,"Carrots, whole, unprepared - Proximates - NF99143U",,,,0.38
326440,"Carrots, whole, unprepared - Proximates - NF99140C",,,,1.51
326442,"Carrots, whole, unprepared - Proximates - NF99140F",,,,0.4
326454,"Carrots, whole, unprepared - Proximates - NF991414",,,,0.41
326458,"Carrots, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",7.92,95.0,0.81,0.47
326465,"Proximates, Mustard, yellow, FRENCHS CLASSIC (CA2,NC) - NFY120HZ4",,,,3.57
326472,"Proximates, Mustard, yellow, FRENCHS CLASSIC (FL,MO) - NFY120HZT",,,,3.7
326479,"Proximates, Mustard, yellow, FRENCHS CLASSIC (IN,NY) - NFY120HY9",,,,3.24
326486,"Proximates, Mustard, yellow, store brand, AMERICAS CHOICE YELLOW MUSTARD & SHOP RITE YELLOW MUSTARD (NY,CT1) - NFY120I0M",,,,3.22
326493,"Proximates, Mustard, yellow, store brand, MY ESSENTIALS YELLOW MUSTARD & SUNNY SELECT YELLOW MUSTARD (NC1,CA2) - NFY120I1D",,,,2.91
326505,"Proximates, Mustard, yellow, FRENCHS CLASSIC (CO,CT) - NFY120HZG",,,,2.67
326520,"Proximates, Mustard, yellow, FRENCHS CLASSIC (MI,OK) - NFY120I04",,,,3.58
326536,"Proximates, Mustard, yellow, store brand, HY VEE YELLOW MUSTARD & PUBLIX YELLOW MUSTARD (MO1,FL) - NFY120I1X",,,,3.16
326549,"Proximates, Mustard, yellow, FRENCHS CLASSIC (AL,CA1) - NFY120HYM",,,,3.38
326567,"Proximates, Mustard, yellow, store brand, SAFEWAY & SAFEWAY (CA1,CO1) - NFY120I1M",,,,3.11
326582,"Proximates, Mustard, yellow, store brand, GREAT VALUE & GREAT VALUE (AL1,OK1) - NFY120I0W",,,,2.8
326600,"Proximates, Mustard, yellow, store brand, KROGER & KROGER (IN1,MI1) - NFY120I26",,,,3.25
326623,"Mustard, Yellow, Prepared, French's Classic Yellow Mustard, Proximates - NFY0210KB",,,,3.97
326654,"Mustard, Yellow, Prepared, Store Brand, Proximates - NFY0210ME",,,,4.11
326685,"Mustard, Yellow, Prepared, Store Brand, Proximates - NFY0210NF",,,,3.96
326698,"Mustard, prepared, yellow",5.3,157.5,4.25,3.38
326708,"Mission Figs, Dried, Region 3, n/a, Yes, Proximates  - NF",,,,0.59
326733,"Mission Figs, Dried, Region 2, n/a, Yes, Proximates  - NF",,,,0.7
326765,"Figs, Dried, Pass 2, Region 1, n/a, No, Proximates - NFY010CDB",,,,1.35
326779,"Figs, Dried, Pass 2, Region 1, n/a, No, Proximates - NFY010CE6",,,,1.21
326789,"Figs, Dried, Pass 2, Region 2, n/a, Yes, Proximates - NFY010CEH",,,,1.1
326802,"Figs, Dried, Pass 2, Region 2, n/a, Yes, Proximates - NFY010CFB",,,,1.12
326826,"Mission Figs, Dried, Region 4, n/a, No, Proximates  - NFY",,,,0.69
326837,"Figs, Dried, Pass 2, Region 4, n/a, Yes, Proximates - NFY010CGO",,,,1.07
326850,"Figs, Dried, Pass 2, Region 4, n/a, Yes, Proximates - NFY010CHH",,,,1.19
326863,"Figs, Dried, Pass 2, Region 3, n/a, Yes, Proximates - NFY010CFL",,,,1.57
326876,"Figs, Dried, Pass 2, Region 3, n/a, Yes, Proximates - NFY010CGE",,,,1.04
326889,"Mission Figs, Dried, Region 1, n/a, No, Proximates  - NFY",,,,0.59
326905,"Figs, dried, uncooked",63.9,644.5,3.3,0.92
326910,"Kiwi, Pass 2, Region 2, n/a, Yes, Proximates - NFY010BYV",,,,1.09
326935,"Kiwi, Region 4, n/a, Yes, Proximates  - NFY0100U2",,,,0.4
326957,"Kiwi, Region 2, n/a, Yes, Proximates  - NFY0100S6",,,,0.34
326971,"Kiwi, Pass 2, Region 1, n/a, Yes, Proximates - NFY010BY1",,,,0.9
326982,"Kiwi, Region 3, n/a, Yes, Proximates  - NFY0100T4",,,,0.11
327010,"Kiwi, Region 1, n/a, Yes, Proximates  - NFY0100RA",,,,0.27
327023,"Kiwi, Pass 2, Region 3, n/a, Yes, Proximates - NFY010BZD",,,,0.19
327033,"Kiwi, Pass 2, Region 4, n/a, Yes, Proximates - NFY010BZU",,,,0.25
327046,"Kiwifruit, green, raw",14.0,149.5,1.06,0.44
327069,"Cantaloupe, raw, Region 3, n/a, Yes - Proximates,  NF0009H6, NF0009I0",,,,0.18
327089,"Cantaloupe, raw, Region 1, n/a, Yes - Proximates,  NF000980, NF00098U",,,,0.18
327093,"Cantaloupe, raw, Region 1, n/a, Yes - Fiber,  NF000987",,,,0.18
327109,"Cantaloupe, raw, Region 4, n/a, Yes - Proximates,  NF0009I5, NF0009IS",,,,0.23
327130,"Cantaloupe, Raw, Pass 2, Region 4, n/a, Yes, Proximates - NFY010CYB",,,,0.32
327148,"Cantaloupe, Raw, Pass 2, Region 2, n/a, Yes, Proximates - NFY010DA7",,,,0.25
327177,"Cantaloupe, Raw, Pass 2, Region 3, n/a, Yes, Proximates - NFY010DAX",,,,0.01
327184,"Cantaloupe, Raw, Pass 2, Region 1, n/a, Yes, Proximates - NFY010CXG",,,,0.14
327198,"Melons, cantaloupe, raw",8.16,87.5,0.82,0.18
327203,"Nectarines, Raw, Pass 2, Region 2, n/a, Yes, Proximates - NFY010BV5",,,,0.7
327226,"Nectarines, fresh, Region 2, n/a, Yes - Proximates, NF0008MO",,,,0.13
327247,"Nectarines, fresh, Region 4, n/a, Yes - Proximates, NF0008OC",,,,0.17
327268,"Nectarines, Raw, Pass 2, Region 1, n/a, Yes, Proximates - NFY010BU9",,,,0.43
327289,"Nectarines, fresh, Region 3, n/a, Yes - Proximates, NF0008NF",,,,0.23
327302,"Nectarines, Raw, Pass 2, Region 3, n/a, Yes, Proximates - NFY010BVY",,,,0.39
327321,"Nectarines, Raw, Pass 2, Region 4, n/a, Yes, Proximates - NFY010BWR",,,,0.01
327347,"Nectarines, fresh, Region 1, n/a, Yes - Proximates, NF0008LR",,,,0.13
327357,"Nectarines, raw",9.18,101.0,1.06,0.28
327362,"Oranges, Navel, Pass 2, Region 2, n/a, Yes - Proximates, NFY01074V",,,,0.31
327378,"Oranges, Navel, Pass 2, Region 4, n/a, Yes - Proximates, NFY01076C",,,,0.24
327403,"Oranges, Navel, Pass 2, Region 3, n/a, Yes - Proximates, NFY01075M",,,,0.05
327414,"Oranges, Navel, Raw, Region 1, n/a, Yes, Proximates - NFY0103ZP",,,,0.07
327426,"Oranges, Navel, Raw, Region 1, n/a, Yes, Proximates - NFY01040J",,,,0.19
327432,"Oranges, Navel, Raw, Region 2, n/a, Yes, Proximates - NFY01040Q",,,,0.07
327446,"Oranges, Navel, Raw, Region 2, n/a, Yes, Proximates - NFY01041J",,,,0.07
327454,"Oranges, Navel, Raw, Region 4, n/a, Yes, Proximates - NFY01043D",,,,0.07
327457,"Oranges, Navel, Raw, Region 4, n/a, Yes, Proximates - NFY01042O",,,,0.07
327470,"Oranges, Navel, Raw, Region 3, n/a, Yes, Proximates - NFY01041O",,,,0.17
327484,"Oranges, Navel, Raw, Region 3, n/a, Yes, Proximates - NFY01042H",,,,0.2
327489,"Oranges, Navel, Pass 2, Region 1, n/a, Yes - Proximates, NFY010743",,,,0.12
327501,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)",11.8,121.5,0.91,0.15
327511,"Strawberries, Fresh, Pass 2, Region 2, n/a, Yes - Proximates, NFY010906",,,,0.25
327541,"Strawberries, fresh, Region 4, n/a, Yes - Proximates, NF0008L0",,,,0.22
327569,"Strawberries, fresh, Region 3, n/a, Yes - Proximates, NF0008K3",,,,0.25
327589,"Strawberries, fresh, Region 2, n/a, Yes - Proximates, NF0008JC",,,,0.13
327612,"Strawberries, Fresh, Pass 2, Region 1, n/a, Yes - Proximates, NFY0108ZB",,,,0.32
327643,"Strawberries, fresh, Region 1, n/a, Yes - Proximates, NF0008IF",,,,0.31
327659,"Strawberries, Fresh, Pass 2, Region 4, n/a, Yes - Proximates, NFY01091W",,,,0.26
327697,"Strawberries, Fresh, Pass 2, Region 3, n/a, Yes - Proximates, NFY010911",,,,0.01
327699,"Strawberries, raw",7.63,81.5,0.64,0.22
327751,"Romaine Lettuce, Pass 2, Region 4 - Proximates - NFY0105I4",,,,0.26
327769,"Romaine Lettuce, Pass 2, Region 3 - Proximates - NFY0105HB",,,,0.16
327791,"Romaine Lettuce, Pass 2, Region 1 - Proximates - NFY0105FO",,,,0.28
327822,"Romaine Lettuce, Pass 2, Region 2 - Proximates - NFY0105GK",,,,0.21
327835,"Romaine Lettuce, Region 1, n/a, Yes - Proximates - NFY0101Q8",,,,0.31
327860,"Romaine Lettuce, Region 2, n/a, Yes - Proximates - NFY0101R5",,,,0.31
327889,"Romaine Lettuce, Region 3, n/a, Yes - Proximates - NFY0101S5",,,,0.23
327908,"Romaine Lettuce, Region 4, n/a, Yes - Proximates - NFY0101T5",,,,0.34
327923,"Lettuce, cos or romaine, raw",3.24,43.5,1.24,0.26
327935,"Proximates, Cheddar cheese, sliced, CRACKER BARREL (NY,NC) - NFY120DA7",,,,35.9
327947,"Proximates, Cheddar cheese, sliced, TILLAMOOK (CO,CA1) - NFY120D9B",,,,36.2
327959,"Proximates, Cheddar cheese, sliced, CRACKER BARREL (FL,MO) - NFY120DAX",,,,37.6
327976,"Proximates, Cheddar cheese, sliced, CRACKER BARREL (AL,CT) - NFY120DAM",,,,36.6
327996,"Proximates, Cheddar cheese, sliced, CRACKER BARREL (MI) - NFY120DBE",,,,36.0
328006,"Proximates, Cheddar cheese, sliced, SARGENTO SHARP  (NY) - NFY120DBP",,,,33.6
328019,"Proximates, Cheddar cheese, sliced, SARGENTO NATURAL SHARP CHEDDAR DELI STYLE (CA2,IN) - NFY120DCK",,,,33.7
328042,"Proximates, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9U",,,,37.3
328056,"Proximates, Cheddar cheese, sliced, storebrand, KROGER (IN,MI) - NFY120DDA",,,,34.6
328068,"Proximates, Cheddar cheese, sliced, store brand, CRYSTAL FARMS & SHULLSBURG WISCONSIN (MO,NY) - NFY120DE3",,,,33.4
328092,"Proximates, Cheddar cheese, sliced, SARGENTO SHARP  (AL,CA1) - NFY120DC8",,,,33.7
328112,"Proximates, Cheddar cheese, sliced, SARGENTO SHARP  (CT,MI) - NFY120DCZ",,,,33.3
328121,"Proximates, Cheddar cheese, sliced, store brand, SUNNYSIDE FARMS DELI STYLE SLICED MEDIUM (CA2) - NFY120DEV",,,,34.9
328129,"Proximates, Cheddar cheese, sliced, store brand, HYVEE CRACKER CUTS & PUBLIX (FL,MO) - NFY120DFJ",,,,32.9
328150,"Proximates, Cheddar cheese, sliced, store brand, LUCERNE SLICED SHARP CHEDDAR NATURAL CHEESE (CO,CA1) - NFY120DDQ",,,,32.8
328172,"Proximates, Cheddar cheese, sliced, store brand, GREAT VALUE DELI STYLE SLICED SHARP  (AL,OK) - NFY120DEK",,,,33.5
328189,"Proximates, Cheddar cheese, sliced, store brand, PUBLIX & SHOPRITE (CT,FL) - NFY120DF9",,,,32.9
328206,"Proximates, Cheddar cheese, sliced, store brand, FOOD LION (NC) - NFY120DFY",,,,33.3
328217,"Proximates, Cheese, cheddar, natural shredded sharp, store brand, GREAT VALUE (CA1,NE) - NFY120WVQ",,,,33.1
328236,"Proximates, Cheese, cheddar, natural shredded mild, KRAFT (KY,NE,NC) - NFY120WPK",,,,32.7
328257,"Proximates, Cheese, cheddar, natural shredded sharp, KRAFT (AZ,IN,GA) - NFY120WTS",,,,34.1
328276,"Proximates, Cheese, cheddar, natural shredded sharp, store brand, MY ESSENTIALS (AZ,GA,NC,PA) - NFY120WV6",,,,32.7
328295,"Proximates, Cheese, cheddar, natural shredded sharp, store brand, sKROGER (CA2,KY,TX) - NFY120WUL",,,,32.9
328315,"Proximates, Cheese, cheddar, natural shredded sharp, KRAFT (KY,NE,NC) - NFY120WT5",,,,35.1
328334,"Proximates, Cheese, cheddar, natural shredded mild, KRAFT (PA,IA) - NFY120WP9",,,,33.6
328342,"Proximates, Cheese, cheddar, natural shredded mild, store brand, ESSENTIAL EVERYDAY  (GA,IA,PA) - NFY120WQT",,,,33.7
328350,"Proximates, Cheese, cheddar, natural shredded sharp, KRAFT (PA,CA1,IA,TX) - NFY120WSU",,,,34.6
328356,"Proximates, Cheese, cheddar, natural shredded sharp, store brand, SHOP RITE (IA,IN,NJ) - NFY120WUA",,,,33.9
328367,"Proximates, Cheese, cheddar, natural shredded mild, KRAFT (IN,GA) - NFY120WQB",,,,32.5
328404,"Proximates, Cheese, cheddar, natural shredded mild, store brand, WEGMANS (AZ,IN,NJ,NC) - NFY120WRT",,,,32.1
328422,"Proximates, Cheese, cheddar, natural shredded mild, store brand, sKROGER (CA2,TX) - NFY120WSD",,,,32.8
328441,"Proximates, Cheese, cheddar, mild, block/chunk KRAFT (PA,CA1,VA) - NFY120WW9",,,,33.1
328452,"Proximates, Cheese, cheddar, sharp, block/chunk KRAFT (PA,CA1,IA) - NFY120WZD",,,,35.0
328468,"Proximates, Cheese, cheddar, mild, block/chunk KRAFT (IN,GA,TX) - NFY120WXC",,,,34.9
328486,"Proximates, Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120WY5",,,,33.5
328504,"Proximates, Cheese, cheddar, mild, block/chunk, store brand, FOOD CLUB  (AZ,IN,GA) - NFY120WYY",,,,34.8
328524,"Proximates, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWQ",,,,33.0
328539,"Proximates, Cheese, cheddar, sharp, block/chunk KRAFT (IN,GA) - NFY120X0A",,,,34.1
328548,"Proximates, Cheese, cheddar, mild, block/chunk, store brand, SHOPRITE   (NC,NJ,TX) - NFY120WXO",,,,33.6
328556,"Proximates, Cheese, cheddar, sharp, block/chunk, store brand, sKROGER (CA2,TX) - NFY120X35",,,,33.1
328581,"Proximates, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZS",,,,34.7
328600,"Proximates, Cheese, cheddar, sharp, block/chunk, store brand, ESSENTIAL EVERYDAY (NC,PA) - NFY120X2Q",,,,34.2
328617,"Proximates, Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA,NJ) - NFY120X0Y",,,,34.0
328633,"Proximates, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X2C",,,,33.6
328637,"Cheese, cheddar",2.44,1059.0,23.3,34.0
328645,"Proximates, Cottage cheese, 2% milkfat, BREAKSTONE (CT,NC) - NFY120BN6",,,,1.87
328651,"Proximates, Cottage cheese, 2% milkfat, BREAKSTONE (FL) - NFY120BNW",,,,2.2
328659,"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, HY VEE & DAISY (CA2,MO) - NFY120BMD",,,,2.5
328677,"Proximates, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BMU",,,,2.27
328687,"Proximates, Cottage cheese, 2% milkfat, BREAKSTONE (AL,IN) - NFY120BNL",,,,2.2
328711,"Proximates, Cottage cheese, 2% milkfat, BREAKSTONE (MI,OK) - NFY120BOD",,,,2.08
328720,"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, KRAFT SIMPLY & MEADOW GOLD VIVA (AL,CO) - NFY120BOP",,,,2.55
328728,"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, FRIENDSHIP & HORIZON ORGANIC (FL,IN) - NFY120BPV",,,,2.11
328735,"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, FRIENDSHIP ALL NATURAL & HYVEE (MO,NY) - NFY120BQK",,,,2.26
328741,"Cholesterol & moisture, Cottage cheese, 2% milkfat, DAISY (MO,CT) - NFY120BPD",,,,2.35
328749,"Proximates, Cottage cheese, 2% milkfat, DAISY (MO,CT) - NFY120BPL",,,,2.07
328767,"Proximates, Cottage cheese, 2% milkfat, KNUDSEN (CA1,CA2) - NFY120BP5",,,,2.4
328783,"Proximates, Cottage cheese, 2% milkfat, DAISY (MI,NY) - NFY120BQ9",,,,2.23
328792,"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, KING SOOPERS & KRAFT (CO,CT) - NFY120BR7",,,,2.19
328807,"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, KROGER & SAFEWAY (CA1,MI) - NFY120BQX",,,,2.72
328821,"Proximates, Cottage cheese, 2% milkfat, DAISY (FL,IN) - NFY120BRK",,,,2.31
328838,"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, SUNNYSIDE FARMS & DAISY (CA2,NC) - NFY120BS1",,,,2.64
328841,"Cheese, cottage, lowfat, 2% milkfat",4.31,218.0,11.0,2.3
328849,"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (MI) - NFY120DHM",,,,20.9
328856,"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (CA1) - NFY120DIE",,,,21.5
328868,"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (CA2,NC) - NFY120DGV",,,,20.3
328880,"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (CA2,NC) - NFY120DJA",,,,21.4
328899,"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (CO,CT) - NFY120DHA",,,,20.6
328922,"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (FL,MO) - NFY120DI3",,,,20.7
328944,"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (AL,CA1) - NFY120DGJ",,,,21.6
328964,"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (FL,MO) - NFY120DJP",,,,20.2
328974,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, AMERICAS CHOICE (NY) - NFY120DKR",,,,17.8
328997,"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (IN,NY) - NFY120DIX",,,,21.1
329011,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand/other brand, CRYSTAL FARMS & KROGER (CO,CT) - NFY120DJZ",,,,19.2
329023,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, MY ESSENTIALS & SUNNYSIDE FARMS (CA2,NC) - NFY120DLK",,,,20.5
329035,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, HYVEE & PUBLIX (FL,MO) - NFY120DM8",,,,19.1
329056,"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (MI,OK) - NFY120DKG",,,,20.5
329073,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, GREAT VALUE & SHOP RITE (AL,CT) - NFY120DLY",,,,19.4
329091,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, LUCERNE (CA1,CO) - NFY120DL8",,,,21.1
329117,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, KROGER (MI,IN) - NFY120DMN",,,,20.0
329130,"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (IN,NY) - NFY120E88",,,,19.8
329136,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IA) - NFY120X52",,,,20.3
329146,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (PA,CA1) - NFY120X5C",,,,21.4
329156,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (KY,CA2) - NFY120X5N",,,,21.8
329163,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (NE) - NFY120X42",,,,20.5
329177,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3I",,,,19.8
329197,"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NE,NC) - NFY120X61",,,,21.6
